apaH_2_1,CP000936.1,97.521,242,6,0,1,242,2052772,2053497,2.42e-145,445,98.76,0,1
apaH_2apaH_3_1,CP000936.1,76.860,242,56,0,1,242,2052772,2053497,6.97e-127,393,87.60,0,1
aqpZ2_1,CP000936.1,99.103,223,2,0,1,223,1764207,1763539,2.06e-125,387,99.55,0,-2
aqpZ2_1,CP000936.1,27.869,244,132,9,2,213,2186111,2185416,1.79e-09,53.5,45.08,0,-3
araQ_3_1,CP000936.1,99.677,310,1,0,1,310,770597,771526,0.0,550,99.68,0,2
araQ_3_1,CP000936.1,33.935,277,168,6,36,308,166588,167385,2.05e-37,138,53.79,0,1
araQ_3_1,CP000936.1,27.719,285,167,7,35,309,1776618,1775851,1.98e-26,106,49.12,0,-2
araQ_3_1,CP000936.1,26.383,235,135,4,83,310,1651297,1650686,4.88e-19,84.3,47.23,0,-1
araQ_3_1,CP000936.1,23.488,281,179,4,35,308,1656883,1656128,5.44e-17,78.2,46.98,0,-1
araQ_3_1,CP000936.1,22.266,256,166,5,61,310,2108843,2109529,2.12e-13,67.4,43.75,0,2
araQ_3_1,CP000936.1,27.389,157,90,4,63,196,1872421,1871954,1.26e-09,55.8,43.31,0,-1
araQ_3_1,CP000936.1,35.088,57,37,0,161,217,1651903,1651733,2.96e-04,38.9,56.14,0,-1
argG_1,CP000936.1,98.747,399,5,0,1,399,188464,189660,0.0,805,99.25,0,1
argH_1,CP000936.1,98.819,254,3,0,10,263,190283,191044,4.25e-171,520,98.82,0,2
argH_1,CP000936.1,100.000,14,0,0,1,14,189684,189725,0.029,32.3,100.00,0,3
arnC_1_1,CP000936.1,32.979,282,182,4,9,288,157125,157955,8.88e-32,122,50.35,0,3
arnC_1_1,CP000936.1,29.825,228,127,8,11,222,1745577,1744945,1.43e-19,86.3,51.32,0,-2
arnC_1_1,CP000936.1,36.800,125,77,2,3,127,1738227,1737859,2.03e-17,80.1,56.00,0,-2
arnC_1_1,CP000936.1,36.364,88,52,3,9,94,1742581,1742324,8.28e-09,53.5,59.09,0,-1
arnC_1_2,CP000936.1,37.184,277,140,8,2,259,1745580,1744795,6.75e-41,149,53.79,0,-2
arnC_1_2,CP000936.1,32.377,244,138,4,3,228,1738203,1737499,1.52e-35,133,52.87,0,-2
arnC_1_2,CP000936.1,29.607,331,199,9,3,325,1384375,1383461,1.54e-34,130,50.45,0,-1
arnC_1_2,CP000936.1,49.412,85,43,0,3,87,1742575,1742321,1.03e-33,97.8,69.41,0,-1
arnC_1_2,CP000936.1,27.517,149,96,4,81,221,1742340,1741906,1.03e-33,60.5,52.35,0,-2
arnC_1_2,CP000936.1,30.802,237,151,5,3,232,1734869,1734177,1.50e-25,103,52.32,0,-3
