aqpZ2_1,CP089948.1,99.103,223,2,0,1,223,1689666,1688998,3.21e-125,387,99.55,0,-3
aqpZ2_1,AE005672.3,99.103,223,2,0,1,223,1696857,1696189,3.21e-125,387,99.55,0,-3
araQ_3_1,CP089948.1,34.191,272,170,1,36,307,1706952,1706164,7.03e-51,178,58.46,0,-3
araQ_3_1,CP089948.1,33.935,277,168,6,36,308,94322,95119,6.26e-37,137,53.79,0,2
araQ_3_1,CP089948.1,26.383,235,135,4,83,310,1581069,1580458,1.01e-18,84.3,47.23,0,-3
araQ_3_1,CP089948.1,23.488,281,179,4,35,308,1590276,1589521,1.09e-16,78.2,46.98,0,-3
araQ_3_1,CP089948.1,22.266,256,166,5,61,310,2016393,2017079,9.85e-13,66.2,42.97,0,3
araQ_3_1,CP089948.1,28.025,157,89,4,63,196,1795771,1795304,6.84e-10,57.4,43.95,0,-2
araQ_3_1,CP089948.1,35.088,57,37,0,161,217,1581675,1581505,6.62e-04,38.5,56.14,0,-3
araQ_3_1,AE005672.3,34.191,272,170,1,36,307,1714143,1713355,7.03e-51,178,58.46,0,-3
araQ_3_1,AE005672.3,33.935,277,168,6,36,308,94062,94859,6.26e-37,137,53.79,0,3
araQ_3_1,AE005672.3,26.383,235,135,4,83,310,1580805,1580194,1.01e-18,84.3,47.23,0,-3
araQ_3_1,AE005672.3,23.488,281,179,4,35,308,1590012,1589257,1.09e-16,78.2,46.98,0,-3
araQ_3_1,AE005672.3,22.266,256,166,5,61,310,2023582,2024268,9.85e-13,66.2,42.97,0,1
araQ_3_1,AE005672.3,28.025,157,89,4,63,196,1802963,1802496,6.84e-10,57.4,43.95,0,-1
araQ_3_1,AE005672.3,35.088,57,37,0,161,217,1581411,1581241,6.62e-04,38.5,56.14,0,-3
argG_1,CP089948.1,92.969,128,9,0,1,128,115169,115552,4.19e-72,243,96.09,0,2
argG_1,AE005672.3,92.969,128,9,0,1,128,114909,115292,4.19e-72,243,96.09,0,3
arnC_1_1,CP089948.1,32.979,282,182,4,9,288,84973,85803,3.79e-31,121,50.35,0,1
arnC_1_1,CP089948.1,29.825,228,127,8,11,222,1678419,1677787,2.30e-19,86.7,51.32,0,-3
arnC_1_1,CP089948.1,35.714,84,52,2,9,92,1674812,1674567,1.64e-08,53.5,59.52,0,-1
arnC_1_1,AE005672.3,32.979,282,182,4,9,288,85169,85999,3.79e-31,121,50.35,0,2
arnC_1_1,AE005672.3,29.825,228,127,8,11,222,1678154,1677522,2.30e-19,86.7,51.32,0,-1
arnC_1_1,AE005672.3,35.714,84,52,2,9,92,1674547,1674302,1.64e-08,53.5,59.52,0,-2
arnC_1_2,CP089948.1,37.778,270,136,7,2,254,1678422,1677658,9.07e-41,149,52.96,0,-3
arnC_1_2,CP089948.1,29.607,331,199,9,3,325,1289218,1288304,5.98e-34,129,50.15,0,-2
arnC_1_2,CP089948.1,49.412,85,43,0,3,87,1674806,1674552,7.35e-34,99.0,70.59,0,-1
arnC_1_2,CP089948.1,27.517,149,96,4,81,221,1674571,1674137,7.35e-34,60.5,52.35,0,-2
arnC_1_2,CP089948.1,30.802,237,151,5,3,232,1667984,1667292,2.89e-25,103,52.32,0,-1
arnC_1_2,CP089948.1,36.364,110,65,3,3,108,134518,134844,1.14e-09,57.0,57.27,0,1
arnC_1_2,AE005672.3,37.778,270,136,7,2,254,1678157,1677393,9.07e-41,149,52.96,0,-1
arnC_1_2,AE005672.3,29.607,331,199,9,3,325,1288954,1288040,5.98e-34,129,50.15,0,-2
arnC_1_2,AE005672.3,49.412,85,43,0,3,87,1674541,1674287,7.35e-34,99.0,70.59,0,-2
arnC_1_2,AE005672.3,27.517,149,96,4,81,221,1674306,1673872,7.35e-34,60.5,52.35,0,-3
arnC_1_2,AE005672.3,30.802,237,151,5,3,232,1667719,1667027,2.89e-25,103,52.32,0,-2
arnC_1_2,AE005672.3,36.364,110,65,3,3,108,134258,134584,1.14e-09,57.0,57.27,0,2
arnC_1_3,CP089948.1,30.282,284,174,5,4,275,84973,85788,1.26e-38,143,52.46,0,1
arnC_1_3,CP089948.1,31.429,175,92,6,6,160,1678419,1677919,5.77e-20,88.6,50.29,0,-3
arnC_1_3,CP089948.1,38.636,88,50,3,1,88,1674821,1674570,4.62e-12,64.7,64.77,0,-1
arnC_1_3,AE005672.3,30.282,284,174,5,4,275,85169,85984,1.26e-38,143,52.46,0,2
arnC_1_3,AE005672.3,31.429,175,92,6,6,160,1678154,1677654,5.77e-20,88.6,50.29,0,-1
arnC_1_3,AE005672.3,38.636,88,50,3,1,88,1674556,1674305,4.62e-12,64.7,64.77,0,-2
arnC_2_1,CP089948.1,35.417,240,144,3,1,239,1289221,1288532,3.17e-39,144,55.42,0,-2
arnC_2_1,CP089948.1,40.092,217,123,4,2,212,1678419,1677772,9.21e-38,140,57.60,0,-3
arnC_2_1,CP089948.1,52.500,80,38,0,1,80,1674809,1674570,5.96e-30,94.4,72.50,0,-1
arnC_2_1,CP089948.1,31.288,163,103,7,80,235,1674571,1674089,5.96e-30,52.4,50.31,0,-2
arnC_2_1,CP089948.1,32.018,228,139,6,1,217,1667987,1667319,3.93e-29,115,55.26,0,-1
arnC_2_1,CP089948.1,31.250,128,82,3,1,122,134515,134898,1.82e-12,65.5,58.59,0,1
arnC_2_1,AE005672.3,35.417,240,144,3,1,239,1288957,1288268,3.17e-39,144,55.42,0,-2
arnC_2_1,AE005672.3,40.092,217,123,4,2,212,1678154,1677507,9.21e-38,140,57.60,0,-1
arnC_2_1,AE005672.3,52.500,80,38,0,1,80,1674544,1674305,5.96e-30,94.4,72.50,0,-2
arnC_2_1,AE005672.3,31.288,163,103,7,80,235,1674306,1673824,5.96e-30,52.4,50.31,0,-3
arnC_2_1,AE005672.3,32.018,228,139,6,1,217,1667722,1667054,3.93e-29,115,55.26,0,-2
arnC_2_1,AE005672.3,31.250,128,82,3,1,122,134255,134638,1.82e-12,65.5,58.59,0,2
artM_1,CP089948.1,99.595,247,1,0,1,247,1173929,1174669,5.86e-156,476,100.00,0,2
