aqpZ2_1,WP_000714811.1,99.099,222,2,0,1,222,1,222,1.71e-149,411,99.55
araQ_3_1,AAK75870.1,35.088,285,176,1,25,309,30,305,1.27e-61,194,60.00
araQ_3_1,WP_000797961.1,35.088,285,176,1,25,309,21,296,1.39e-61,194,60.00
araQ_3_1,WP_050773501.1,32.660,297,179,6,19,308,9,291,3.08e-41,141,52.86
araQ_3_1,WP_001075101.1,32.660,297,179,6,19,308,24,306,3.11e-41,142,52.86
araQ_3_1,WP_001192007.1,26.923,234,133,5,83,309,77,279,6.01e-20,84.3,46.15
araQ_3_1,WP_000730476.1,22.951,305,199,4,11,308,2,277,1.61e-19,82.8,47.21
araQ_3_1,WP_001065636.1,22.540,315,198,8,5,309,2,280,5.82e-15,70.1,42.54
araQ_3_1,WP_000757154.1,28.025,157,89,4,63,196,50,205,1.17e-10,57.4,43.95
araQ_3_1,AAK75967.1,28.025,157,89,4,63,196,58,213,1.30e-10,57.4,43.95
araQ_3_1,WP_001821805.1,35.088,57,37,0,161,217,169,225,1.50e-04,38.9,56.14
araQ_3_1,AAK75761.1,35.088,57,37,0,161,217,179,235,1.53e-04,38.9,56.14
argG_1,ABC75801.1,91.603,131,11,0,1,131,1,131,3.45e-83,247,96.18
argG_1,WP_100214364.1,91.603,131,11,0,1,131,18,148,7.44e-83,247,96.18
argH_1,ABC75801.1,90.909,22,2,0,253,274,118,139,3.64e-06,42.0,90.91
argH_1,WP_100214364.1,90.909,22,2,0,253,274,135,156,4.36e-06,42.0,90.91
arnC_1_1,WP_000771899.1,43.243,111,61,1,9,119,2,110,3.56e-24,94.0,63.06
arnC_1_1,WP_000341106.1,29.825,228,127,8,11,222,5,215,1.04e-19,86.3,51.32
arnC_1_1,A0A0H2URH7.1,29.825,228,127,8,11,222,7,217,1.20e-19,86.3,51.32
arnC_1_1,WP_000752826.1,34.167,120,77,2,9,128,4,121,1.19e-15,72.4,56.67
arnC_1_1,WP_024271667.1,36.364,88,52,3,9,94,4,89,1.62e-10,53.5,60.23
arnC_1_2,WP_000752826.1,35.683,227,134,4,3,221,6,228,3.40e-45,152,59.91
arnC_1_2,A0A0H2URH7.1,37.778,270,136,7,2,254,6,260,1.60e-41,149,52.96
arnC_1_2,WP_000341106.1,37.778,270,136,7,2,254,4,258,1.93e-41,149,52.96
arnC_1_2,WP_000446975.1,29.607,331,199,9,3,325,6,310,3.16e-36,129,50.15
arnC_1_2,WP_001292326.1,30.802,237,151,5,3,232,5,235,4.26e-27,104,52.32
arnC_1_2,WP_024271667.1,53.333,75,35,0,3,77,6,80,2.03e-26,97.1,77.33
arnC_1_2,WP_000375697.1,36.364,110,65,3,3,108,10,118,1.25e-10,57.8,57.27
arnC_1_3,WP_000771899.1,30.168,179,108,4,4,170,2,175,4.70e-24,93.6,53.63
arnC_1_3,WP_000752826.1,28.448,232,143,8,1,218,1,223,4.44e-22,90.9,49.14
arnC_1_3,WP_000341106.1,39.683,126,67,5,1,124,1,119,1.54e-20,89.0,58.73
arnC_1_3,A0A0H2URH7.1,38.843,121,66,4,6,124,7,121,2.81e-20,88.2,58.68
arnC_1_3,WP_024271667.1,38.636,88,50,3,1,88,1,84,1.40e-14,65.1,64.77
arnC_1_3,WP_000291598.1,25.373,134,82,3,200,315,3,136,3.78e-05,39.3,44.78
arnC_2_1,WP_000446975.1,35.417,240,144,3,1,239,5,234,8.74e-42,144,55.42
arnC_2_1,WP_000752826.1,37.751,249,132,7,1,235,5,244,1.22e-40,140,55.82
arnC_2_1,A0A0H2URH7.1,40.092,217,123,4,2,212,7,222,4.06e-38,139,57.60
arnC_2_1,WP_000341106.1,40.092,217,123,4,2,212,5,220,4.61e-38,139,57.60
arnC_2_1,WP_001292326.1,32.018,228,139,6,1,217,4,226,2.28e-31,115,55.26
arnC_2_1,WP_024271667.1,52.500,80,38,0,1,80,5,84,3.87e-25,93.6,72.50
arnC_2_1,WP_000375697.1,31.250,128,82,3,1,122,9,136,2.88e-13,65.5,58.59
artM_1,WP_001096313.1,99.593,246,1,0,1,246,1,246,0.0,502,100.00
artM_1,WP_000140951.1,63.934,244,88,0,1,244,1,244,1.05e-113,322,79.51
artM_1,WP_001229583.1,54.132,242,109,2,6,245,4,245,4.30e-93,270,73.55
artM_1,WP_000189477.1,53.252,246,114,1,1,245,1,246,1.11e-82,244,71.14
artM_1,WP_000005012.1,47.303,241,127,0,1,241,1,241,1.00e-80,239,68.88
artM_1,WP_000590970.1,46.218,238,125,2,6,240,2,239,6.02e-73,219,65.55
artM_1,WP_000085659.1,40.909,242,135,5,5,240,10,249,8.60e-58,184,64.88
artM_1,WP_000891772.1,43.269,208,111,2,6,211,2,204,6.80e-51,162,65.87
artM_1,WP_000536449.1,36.066,244,141,5,8,240,6,245,1.89e-48,157,58.20
artM_1,WP_000109217.1,38.912,239,135,4,3,232,18,254,1.13e-47,155,56.07
artM_1,WP_000109218.1,38.912,239,135,4,3,232,18,254,1.86e-47,154,56.07
artM_1,WP_000128639.1,35.772,246,143,6,6,240,6,247,1.96e-46,151,57.72
artM_1,WP_000022268.1,34.906,212,136,2,11,221,10,220,1.67e-44,146,59.91
artM_1,WP_000742913.1,35.897,234,142,4,1,231,1,229,4.83e-41,141,57.69
artM_1,WP_000811482.1,40.580,207,115,5,19,221,22,224,9.69e-41,136,58.94
artM_1,WP_000575209.1,37.555,229,137,4,6,231,2,227,1.07e-40,136,56.33
artM_1,WP_000173361.1,38.739,222,120,7,6,216,4,220,1.73e-39,134,55.86
artM_1,WP_000159554.1,33.475,236,144,7,21,243,28,263,3.70e-39,135,57.20
artM_1,WP_001289686.1,31.799,239,157,4,5,242,3,236,2.11e-38,134,56.49
artM_1,WP_000589142.1,34.177,237,149,4,6,240,2,233,1.71e-37,130,55.70
artM_1,WP_000835715.1,37.662,231,129,7,6,228,5,228,2.90e-37,128,58.87
artM_1,WP_000323352.1,34.034,238,134,9,6,235,4,226,2.19e-34,120,55.88
artM_1,WP_000565531.1,36.082,194,121,3,6,198,2,193,3.64e-34,119,56.70
artM_1,WP_000510412.1,34.101,217,138,4,18,230,20,235,1.76e-32,116,56.22
artM_1,WP_000356590.1,33.010,206,130,5,19,221,25,225,4.88e-32,114,55.83
artM_1,WP_000229961.1,28.854,253,156,6,4,240,2,246,6.04e-32,117,52.96
artM_1,WP_001291293.1,29.457,258,163,7,1,243,1,254,3.01e-31,113,50.78
artM_1,WP_000571329.1,33.645,214,138,3,6,217,2,213,4.90e-31,110,57.01
artM_1,WP_000173753.1,38.172,186,103,4,20,204,20,194,1.54e-30,109,54.30
artM_1,WP_000995574.1,32.719,217,129,3,6,216,5,210,1.30e-28,106,50.23
artM_1,WP_001808562.1,33.023,215,127,3,8,216,1,204,1.34e-28,106,50.23
artM_1,WP_000764303.1,29.018,224,153,4,8,228,3,223,3.85e-28,104,54.02
artM_1,WP_000929853.1,32.127,221,139,3,6,220,7,222,4.20e-28,108,53.39
artM_1,WP_000929853.1,25.806,217,132,9,21,218,275,481,4.68e-11,58.5,48.39
artM_1,WP_000571273.1,31.754,211,140,4,6,215,2,209,8.11e-28,102,53.08
artM_1,WP_000569196.1,28.755,233,154,3,6,230,2,230,2.06e-27,102,50.64
artM_1,WP_000571422.1,32.474,194,127,4,6,198,2,192,3.38e-27,100,53.09
artM_1,WP_000062224.1,26.293,232,157,4,1,227,1,223,1.15e-25,97.4,54.31
artM_1,WP_000656548.1,31.579,228,138,9,13,228,14,235,2.35e-25,100,53.95
artM_1,WP_000656548.1,28.761,226,142,4,15,232,306,520,4.03e-25,99.8,50.00
artM_1,WP_001833285.1,29.150,247,140,10,12,240,5,234,2.43e-24,94.0,49.80
artM_1,WP_001055978.1,29.412,221,142,4,6,224,4,212,1.86e-23,92.8,51.13
artM_1,WP_001808413.1,28.916,249,142,10,12,242,138,369,2.14e-23,93.6,49.80
artM_1,WP_000677519.1,27.468,233,149,6,9,230,7,230,3.72e-21,85.9,51.50
artM_1,WP_001220485.1,27.619,210,133,3,8,216,14,205,2.49e-20,83.2,51.43
artM_1,WP_000022572.1,31.100,209,135,5,19,223,349,552,3.92e-20,85.5,52.15
artM_1,WP_000125408.1,28.440,218,132,6,20,221,24,233,5.93e-20,82.4,50.46
artM_1,WP_000229345.1,26.457,223,147,4,6,218,2,217,6.45e-20,84.0,50.22
artM_1,WP_000229343.1,26.457,223,147,4,6,218,2,217,7.63e-20,83.6,50.22
artM_1,WP_000859866.1,28.899,218,142,8,11,222,355,565,1.42e-19,83.6,51.38
artM_1,WP_078064020.1,29.126,206,130,8,30,228,7,203,1.89e-19,80.1,52.91
artM_1,WP_000701298.1,29.630,243,133,9,5,229,468,690,2.07e-19,83.2,50.21
artM_1,WP_000619143.1,29.808,208,117,6,6,200,2,193,2.08e-19,80.5,48.56
artM_1,AAK76021.1,29.630,243,133,9,5,229,464,686,2.25e-19,83.2,50.21
artM_1,WP_000288029.1,36.082,194,101,6,15,198,337,517,4.73e-19,82.0,51.55
artM_1,WP_000908145.1,29.004,231,146,9,17,238,340,561,1.08e-18,81.3,50.65
artM_1,WP_001269474.1,28.774,212,139,7,6,211,4,209,2.06e-17,75.1,47.64
artM_1,AAK75530.1,25.523,239,154,8,15,241,347,573,2.63e-17,77.0,48.95
artM_1,WP_000708370.1,25.523,239,154,8,15,241,345,571,2.91e-17,77.0,48.95
artM_1,WP_001002570.1,23.500,200,144,3,17,215,16,207,6.36e-16,70.5,49.50
artM_1,WP_000311468.1,29.474,190,102,9,54,229,7,178,8.41e-16,69.7,51.58
artM_1,AAK75455.1,27.632,228,142,8,14,230,365,580,8.53e-16,72.4,46.93
artM_1,WP_000828844.1,27.632,228,142,8,14,230,352,567,1.07e-15,72.4,46.93
artM_1,WP_229294047.1,29.189,185,99,9,59,229,3,169,4.05e-15,67.8,51.35
